aid,Assessor,Download_date,Assess_date,Pub_type,Authors,Pub_year,Title,Journal,Author_affil,Affil_type.academic,Affil_type.pub_sec,Affil_type.res_int,Affil_type.cons,Affil_type.non_prof,Affil_type.priv_sec,Affil_type.int_org,Funding,DOI,110 Source,Bib_notes,Stated_int,Int_type.MPA,Int_type.PES,Int_type.CBNRM,Int_type.Certification,Desired_out,Int_geo.local,Int_geo.region,Int_geo.national,Int_geo.subnational,Int_geo.international,Int_dur,Int_funding,Mang_auth.Government,Mang_auth.Shared_governance,Mang_auth.Private_governance,Mang_auth.Indigenous_community_governance,Mang_auth.multiple,Mang_auth.mixed,Int_location,Int_area,Int_notes,Study_goal,Study_type,Design.control_comp,Comp_type,Data_source,Study_location,Study_country,Study_scale,Biome.,Eval_affil,Unit_analysis,Sample_size,Study_duration,Study_notes,Distributive_equity,Recognitional_equity,Contextual_equity,Procedural_equity,Equity_notes,Causal_pathway,Explicit_mechanism,Pathway_notes,oid,Stated_outcomes,Out_type,Out_subtype,Indicators,Out_definition,Outcome.data_type,Resource_type,Outcome.direction,Pluralism,Out_subgroup,STE_domain,STE_econ,STE_social,STE_sex,STE_ethnic,STE_age,STE_occupation,STE_social_org,STE_spatial,STE_temporal_unit,STE_temporal_scale,Outcome_notes
68059,DG,Aug-Sept 2017,16-Dec-17,Article,nga thi thanh ho ntth;ross h;coutts j,2016,"evaluation of social and ecological outcomes of fisheries co-management   in tam giang lagoon, vietnam",fisheries research,"School of Agriculture and Food Sciences, The University of Queensland, Australia",1,0,0,0,0,0,0,,,Web of Science,,Fishery Associations (FAs)  established to co-manage fisheries in Tam Giang,0,0,1,0,The emergence of co-management and allocation of TURF to fishers’ associations were expected to halt the rapid decline of fish stocks in the context of ecological change and uncertainty in the lagoon,1,0,0,0,0,4,external agencies through donor funded projects,0,1,0,0,0,0,Viet Nam,"13,860 ha","co-management intervention with TURFs, not explicitly CBNRM although started that way. "It became evident that community-based management could not work independently of government (RIA1, 2004), so co-management was introduced in the mid-2000s, and the fi""o-management intervention with TURFs, not explicitly CBNRM although started that way. "It became evident that community-based management could not work independently o""-management intervention with TURFs, not explicitly CBNRM although started that ",This study evaluates the social and ecological outcomes of the co-management systems in Tam Giang Lagoon to address the doubts raised by Armitage et al. (2011) as to whether or not the introduction of new institutional arrangements (co-management) and all,Non-experimental,0,NA,Primary,"Tam Giang Lagoon system, Viet Nam",Viet Nam,Local,tropical lagoon,Academic,Community,"252 respondents, 6 fishing communities",6-12 months,"A survey of 252 respondents was conducted with fishers. respondents were asked whether or not there
were social and ecological changes in Tam Giang Lagoon since 2009. There were four options in each question for fishers to select—decreased; stayed the sam",0,0,0,0,,0,0,,153,conflict,Social capital,social capital and cohesion,an improvement in conflict resolution or handling,Respondent,Qualitative,Fishing,Positive,Researcher,fishers,Synergy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,differences between cases not given
68059,DG,Aug-Sept 2017,16-Dec-17,Article,nga thi thanh ho ntth;ross h;coutts j,2016,"evaluation of social and ecological outcomes of fisheries co-management   in tam giang lagoon, vietnam",fisheries research,"School of Agriculture and Food Sciences, The University of Queensland, Australia",1,0,0,0,0,0,0,,,Web of Science,,Fishery Associations (FAs)  established to co-manage fisheries in Tam Giang,0,0,1,0,The emergence of co-management and allocation of TURF to fishers’ associations were expected to halt the rapid decline of fish stocks in the context of ecological change and uncertainty in the lagoon,1,0,0,0,0,4,external agencies through donor funded projects,0,1,0,0,0,0,Viet Nam,"13,860 ha","co-management intervention with TURFs, not explicitly CBNRM although started that way. "It became evident that community-based management could not work independently of government (RIA1, 2004), so co-management was introduced in the mid-2000s, and the fi""o-management intervention with TURFs, not explicitly CBNRM although started that way. "It became evident that community-based management could not work independently o""-management intervention with TURFs, not explicitly CBNRM although started that ",This study evaluates the social and ecological outcomes of the co-management systems in Tam Giang Lagoon to address the doubts raised by Armitage et al. (2011) as to whether or not the introduction of new institutional arrangements (co-management) and all,Non-experimental,0,NA,Primary,"Tam Giang Lagoon system, Viet Nam",Viet Nam,Local,tropical lagoon,Academic,Community,"252 respondents, 6 fishing communities",6-12 months,"A survey of 252 respondents was conducted with fishers. respondents were asked whether or not there
were social and ecological changes in Tam Giang Lagoon since 2009. There were four options in each question for fishers to select—decreased; stayed the sam",0,0,0,0,,0,0,,154,violence,Health,physical health,fisher injured while trying to make arrest/ attacks on fishers by violaters,Respondent,Qualitative,Fishing,Negative,Researcher,fishers,Synergy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cases of violence against fishers
68059,DG,Aug-Sept 2017,16-Dec-17,Article,nga thi thanh ho ntth;ross h;coutts j,2016,"evaluation of social and ecological outcomes of fisheries co-management   in tam giang lagoon, vietnam",fisheries research,"School of Agriculture and Food Sciences, The University of Queensland, Australia",1,0,0,0,0,0,0,,,Web of Science,,Fishery Associations (FAs)  established to co-manage fisheries in Tam Giang,0,0,1,0,The emergence of co-management and allocation of TURF to fishers’ associations were expected to halt the rapid decline of fish stocks in the context of ecological change and uncertainty in the lagoon,1,0,0,0,0,4,external agencies through donor funded projects,0,1,0,0,0,0,Viet Nam,"13,860 ha","co-management intervention with TURFs, not explicitly CBNRM although started that way. "It became evident that community-based management could not work independently of government (RIA1, 2004), so co-management was introduced in the mid-2000s, and the fi""o-management intervention with TURFs, not explicitly CBNRM although started that way. "It became evident that community-based management could not work independently o""-management intervention with TURFs, not explicitly CBNRM although started that ",This study evaluates the social and ecological outcomes of the co-management systems in Tam Giang Lagoon to address the doubts raised by Armitage et al. (2011) as to whether or not the introduction of new institutional arrangements (co-management) and all,Non-experimental,0,NA,Primary,"Tam Giang Lagoon system, Viet Nam",Viet Nam,Local,tropical lagoon,Academic,Community,"252 respondents, 6 fishing communities",6-12 months,"A survey of 252 respondents was conducted with fishers. respondents were asked whether or not there
were social and ecological changes in Tam Giang Lagoon since 2009. There were four options in each question for fishers to select—decreased; stayed the sam",0,0,0,0,,0,0,,155,rights; use of lagoon,Political empowerment,resource rights,number of violators from outside lagoon; establishment of TURF,Respondent,Qualitative,Fishing,Mixed,Implicit,non-community fishers who are  violators,Tradeoff,NA,NA,NA,NA,NA,NA,NA,Neg/neutral,NA,NA,implied: violators have less access rights; fishing association members have TURFs and thus more resource use rights
68088,DG,Aug-Sept 2017,18-Dec-17,Article,"t. mcclanahan, j. davies and j. maina",2005,factors influencing resource users and managers' perceptions towards marine protected area management in kenya,unknown,"Wildlife Conservation Society,Marine Programs, Bronx, NY, USA",0,0,0,0,1,0,0,,, Oldekop et al marine,,"Malindi- Watamu, Mombasa and Diani parks/reserves",1,0,0,0,,1,0,0,0,0,"8,15,34 yrs",,1,1,0,0,0,0,Kenya,,3 parks/reserves,"consider perceptions of government personnel and artisanal fishers exploiting three distinct gear- restricted areas adjacent to MPAs inKenya, namelyMalindi- Watamu, Mombasa and Diani,",Non-experimental,0,NA,Primary,"Malindi- Watamu, Mombasa and Diani parks/reserves",Kenya,Local,tropical coral reefs,Non-profit,Community,224 fishers + 44 gov't staff,1.5 years,,0,0,0,0,,0,0,,157,""benefits"""benefits"""",,,"perceived benefits to fishers, community (and nation)",Respondent,Qualitative,Fishing,Mixed,Researcher,"fishers, gov't personnel",NA,Synergy,Pos/neutral,NA,NA,Synergy,Pos/neutral,Pos/neutral,Pos/neutral,NA,NA,"Fishers and gov’t personnel asked about perceived “benefits”, but it doesn’t state what these benefits are. As the question is framed as benefits , responses will have to be either benefit or no-benefit (positive of neutral). Synergy- no difference; pos/n"
68127,DG,Aug-Sept 2017,02-Jan-18,Article,"k. barley kincaid, g. rose and h. mahudi",2014,"fishers' perception of a multiple-use marine protected area: why communities and gear users differ at mafia island, tanzania",unknown,"Centre for Fisheries Ecosystems Research, Fisheries and Marine Institute of Memorial University of Newfoundland, Canada",1,0,0,0,0,0,0,,,McKinnon et al,,Mafia Island marine protected area (MIMP),1,0,0,0,,1,0,0,0,0,21 years,"	Natural Scientific Engineering Research Council (NSERC) Canadian Fisheries Research Network (CFRN), the International Office Going Global Grant and the Centre for Fisheries Ecosystems Research, Memorial University of Newfounand",1,0,0,0,0,0,"Tanzania, United Republic Of",882 km2,,evaluate fisher knowledge and perceptions of a relatively long-standing multiple-use MPA that included various levels of fisheries closures,Non-experimental,0,NA,Primary,"Utende and Chole, Tanzania","Tanzania, United Republic Of",Local,tropical coral reefs,Academic,Community,,,,0,0,0,0,,0,0,,174,perceived impacts,Health,food security,increased catch,Respondent,Qualitative,Fishing,Mixed,Researcher,,NA,NA,NA,NA,NA,NA,Tradeoff,NA,Tradeoff,NA,NA,"Not sure if these count as HWB impacts, or what to do with percentages.  Recorded these as mixed tradeoffs"
68128,DG,Aug-Sept 2017,02-Jan-18,Article,islam mm;islam n;sunny ar;jentoft s;ullah mh;sharifuzzaman sm,2016,fishers' perceptions of the performance of hilsa shad (tenualosa ilisha)   sanctuaries in bangladesh,ocean \& coastal management,"Department of Coastal and Marine Fisheries, Sylhet Agricultural University, Sylhet 3100, Bangladesh",1,0,0,0,0,0,0,,,Web of Science,,hilsa fish sanctuaries,1,0,0,0, protect the declining hilsa (Tenualosa ilisha) populations,1,0,0,0,0,multiple,,1,0,0,0,0,0,Bangladesh,multiple,"assuming gov't management ("The low levels of community engagement were often blamed for the application of a top-down management approach.")""ssuming gov't management ("The low levels of community engagement were often blamed for the application of a top-""suming gov't management ("The low levels of community engagement were often blamed for""uming gov't management ("The low levels of community engagem""ming gov't management ("The low lev""ing gov't m",study investigates the perceptions of fishers towards sanctuaries that were established in the rivers of Meghna and Padma and in inshorewaters of Bangladesh since 2005 to protect the declining hilsa (Tenualosa ilisha) populations,Non-experimental,0,NA,Primary,six communities residing adjacent to the five hilsa sanctuaries in Meghna and Padma and in inshore waters of Bangladesh.,Bangladesh,Local,nearshore,Academic,Community,130 interviews,,"Both qualitative and quantitative data were collected. Following
the administration of a semi-structured questionnaire, a total of 130 individual interviews were undertaken involving male fisher- men.",1,0,0,0,"•	Given that hilsa fishers are generally poor (see Islam, 2011; Rahman et al., 2014), not providing them with adequate alternative livelihoods and compensation would mean that sanctuaries make them worse off. Sanctuary closures hinder their access to fish",0,0,,175,fish catch,Health,food security,increases in fish catch,Respondent,Qualitative,Fishing,Positive,Researcher,fishers,Tradeoff,Tradeoff,NA,NA,NA,NA,NA,NA,Tradeoff,NA,NA,"majority believed catches increased. Chi-sq results indicate differences amongst fishers, but don't say which fishers. Fishers also said other areas benefit from fish. Richer fishers have better equipment to access increases in catch"
68128,DG,Aug-Sept 2017,02-Jan-18,Article,islam mm;islam n;sunny ar;jentoft s;ullah mh;sharifuzzaman sm,2016,fishers' perceptions of the performance of hilsa shad (tenualosa ilisha)   sanctuaries in bangladesh,ocean \& coastal management,"Department of Coastal and Marine Fisheries, Sylhet Agricultural University, Sylhet 3100, Bangladesh",1,0,0,0,0,0,0,,,Web of Science,,hilsa fish sanctuaries,1,0,0,0, protect the declining hilsa (Tenualosa ilisha) populations,1,0,0,0,0,multiple,,1,0,0,0,0,0,Bangladesh,multiple,"assuming gov't management ("The low levels of community engagement were often blamed for the application of a top-down management approach.")""ssuming gov't management ("The low levels of community engagement were often blamed for the application of a top-""suming gov't management ("The low levels of community engagement were often blamed for""uming gov't management ("The low levels of community engagem""ming gov't management ("The low lev""ing gov't m",study investigates the perceptions of fishers towards sanctuaries that were established in the rivers of Meghna and Padma and in inshorewaters of Bangladesh since 2005 to protect the declining hilsa (Tenualosa ilisha) populations,Non-experimental,0,NA,Primary,six communities residing adjacent to the five hilsa sanctuaries in Meghna and Padma and in inshore waters of Bangladesh.,Bangladesh,Local,nearshore,Academic,Community,130 interviews,,"Both qualitative and quantitative data were collected. Following
the administration of a semi-structured questionnaire, a total of 130 individual interviews were undertaken involving male fisher- men.",1,0,0,0,"•	Given that hilsa fishers are generally poor (see Islam, 2011; Rahman et al., 2014), not providing them with adequate alternative livelihoods and compensation would mean that sanctuaries make them worse off. Sanctuary closures hinder their access to fish",0,0,,176,conflict,Social capital,social capital and cohesion,increased conflicts among fishers,Respondent,Qualitative,Fishing,Positive,Researcher,fishers,Tradeoff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"majority believed conflicts have not increased. Chi-sq results indicate differences amongst fishers, but don't say which fishers"
68128,DG,Aug-Sept 2017,02-Jan-18,Article,islam mm;islam n;sunny ar;jentoft s;ullah mh;sharifuzzaman sm,2016,fishers' perceptions of the performance of hilsa shad (tenualosa ilisha)   sanctuaries in bangladesh,ocean \& coastal management,"Department of Coastal and Marine Fisheries, Sylhet Agricultural University, Sylhet 3100, Bangladesh",1,0,0,0,0,0,0,,,Web of Science,,hilsa fish sanctuaries,1,0,0,0, protect the declining hilsa (Tenualosa ilisha) populations,1,0,0,0,0,multiple,,1,0,0,0,0,0,Bangladesh,multiple,"assuming gov't management ("The low levels of community engagement were often blamed for the application of a top-down management approach.")""ssuming gov't management ("The low levels of community engagement were often blamed for the application of a top-""suming gov't management ("The low levels of community engagement were often blamed for""uming gov't management ("The low levels of community engagem""ming gov't management ("The low lev""ing gov't m",study investigates the perceptions of fishers towards sanctuaries that were established in the rivers of Meghna and Padma and in inshorewaters of Bangladesh since 2005 to protect the declining hilsa (Tenualosa ilisha) populations,Non-experimental,0,NA,Primary,six communities residing adjacent to the five hilsa sanctuaries in Meghna and Padma and in inshore waters of Bangladesh.,Bangladesh,Local,nearshore,Academic,Community,130 interviews,,"Both qualitative and quantitative data were collected. Following
the administration of a semi-structured questionnaire, a total of 130 individual interviews were undertaken involving male fisher- men.",1,0,0,0,"•	Given that hilsa fishers are generally poor (see Islam, 2011; Rahman et al., 2014), not providing them with adequate alternative livelihoods and compensation would mean that sanctuaries make them worse off. Sanctuary closures hinder their access to fish",0,0,,177,income,Economic well-being,economic wealth,Sanctuaries have negatively impacted my income,Respondent,Qualitative,Fishing,Negative,Researcher,fishers,Tradeoff,Tradeoff,NA,NA,NA,NA,Tradeoff,NA,NA,NA,NA,"majority believed income negatively impacted. Chi-sq results indicate differences amongst fishers, but don't say which fishers. Fishers also said other areas benefit from fish. Richer fishers have better equipment to access increases in catch and compensa"
68128,DG,Aug-Sept 2017,02-Jan-18,Article,islam mm;islam n;sunny ar;jentoft s;ullah mh;sharifuzzaman sm,2016,fishers' perceptions of the performance of hilsa shad (tenualosa ilisha)   sanctuaries in bangladesh,ocean \& coastal management,"Department of Coastal and Marine Fisheries, Sylhet Agricultural University, Sylhet 3100, Bangladesh",1,0,0,0,0,0,0,,,Web of Science,,hilsa fish sanctuaries,1,0,0,0, protect the declining hilsa (Tenualosa ilisha) populations,1,0,0,0,0,multiple,,1,0,0,0,0,0,Bangladesh,multiple,"assuming gov't management ("The low levels of community engagement were often blamed for the application of a top-down management approach.")""ssuming gov't management ("The low levels of community engagement were often blamed for the application of a top-""suming gov't management ("The low levels of community engagement were often blamed for""uming gov't management ("The low levels of community engagem""ming gov't management ("The low lev""ing gov't m",study investigates the perceptions of fishers towards sanctuaries that were established in the rivers of Meghna and Padma and in inshorewaters of Bangladesh since 2005 to protect the declining hilsa (Tenualosa ilisha) populations,Non-experimental,0,NA,Primary,six communities residing adjacent to the five hilsa sanctuaries in Meghna and Padma and in inshore waters of Bangladesh.,Bangladesh,Local,nearshore,Academic,Community,130 interviews,,"Both qualitative and quantitative data were collected. Following
the administration of a semi-structured questionnaire, a total of 130 individual interviews were undertaken involving male fisher- men.",1,0,0,0,"•	Given that hilsa fishers are generally poor (see Islam, 2011; Rahman et al., 2014), not providing them with adequate alternative livelihoods and compensation would mean that sanctuaries make them worse off. Sanctuary closures hinder their access to fish",0,0,,178,food consumption,Health,food security,my household food consumption become insecure,Respondent,Qualitative,Fishing,Negative,Researcher,fishers,Tradeoff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"majority believed household food consumption adversely impacted. Chi-sq results indicate differences amongst fishers, but don't say which fishers"
68238,DG,Aug-Sept 2017,04-Jan-18,Article,d'anna g;vega fernandez t;pipitone c;garofalo g;badalamenti f,2016,governance analysis in the egadi islands marine protected area: a   mediterranean case study,marine policy,"CNR-IAMC, Sede di Castellammare del Golfo, via Giovanni da Verrazzano 17, 91014 Castellammare del Golfo, Italy",0,0,1,0,0,0,0,"This research was funded by the European Commission under the Monitoring and Evaluation of Spatially Managed Marine Areas (MESMA) project (www.mesma. org), as part of the 7th Framework Programme, ENV.2008.2.2.1.1, grant agreement no. 226661",,Web of Science,,Egadi Islands Marine Protected Area,1,0,0,0,maintaining or restoring to a favourable conservation status the main natural features of the marine environment. The 1991 MPA designation decree sets the following aims: (1) protecting the marine environment; (2) protecting the marine biological resource,1,0,0,0,0,21 years,,1,0,0,0,0,0,Italy,53992 ha,,"In an attempt to understand the mechanisms underlying the functioning of the E-MPA, the effectiveness of its management and the perceptions of its stakeholders, a governance analysis that focused on the main initiatives, policies and regulatory framework ",Non-experimental,0,NA,Primary,"Egadi Islands Archipelago is composed by Favignana,
Marettimo and Levanzo, plus the rocky outcrops of Formica and Maraone. It is located off the westernmost point of Sicily",Italy,Local,nearshore,Research Institute,Community,23 interviews,,Semi-structured interviews were conducted amongst eight stakeholder groups in order to understand their perspectives on the governance of the E-MPA and to collect their views about the main MPA issues,1,0,0,1,"•	Among winners, artisanal fishers enjoy special rights inside the E-MPA, moreover, they benefit from fish biomass export from the more protected zones and gain additional earnings from pesca- turismo.
•	Among the losers are trawl fishers, some local indu",0,0,,181,conflict,Social capital,social capital and cohesion,conflict,Researcher,Qualitative,Fishing,Negative,Researcher,artisanal and trawl fishers; Trapani  and Egadi residents,Tradeoff,NA,NA,NA,NA,NA,Tradeoff,NA,Tradeoff,NA,NA,
68238,DG,Aug-Sept 2017,04-Jan-18,Article,d'anna g;vega fernandez t;pipitone c;garofalo g;badalamenti f,2016,governance analysis in the egadi islands marine protected area: a   mediterranean case study,marine policy,"CNR-IAMC, Sede di Castellammare del Golfo, via Giovanni da Verrazzano 17, 91014 Castellammare del Golfo, Italy",0,0,1,0,0,0,0,"This research was funded by the European Commission under the Monitoring and Evaluation of Spatially Managed Marine Areas (MESMA) project (www.mesma. org), as part of the 7th Framework Programme, ENV.2008.2.2.1.1, grant agreement no. 226661",,Web of Science,,Egadi Islands Marine Protected Area,1,0,0,0,maintaining or restoring to a favourable conservation status the main natural features of the marine environment. The 1991 MPA designation decree sets the following aims: (1) protecting the marine environment; (2) protecting the marine biological resource,1,0,0,0,0,21 years,,1,0,0,0,0,0,Italy,53992 ha,,"In an attempt to understand the mechanisms underlying the functioning of the E-MPA, the effectiveness of its management and the perceptions of its stakeholders, a governance analysis that focused on the main initiatives, policies and regulatory framework ",Non-experimental,0,NA,Primary,"Egadi Islands Archipelago is composed by Favignana,
Marettimo and Levanzo, plus the rocky outcrops of Formica and Maraone. It is located off the westernmost point of Sicily",Italy,Local,nearshore,Research Institute,Community,23 interviews,,Semi-structured interviews were conducted amongst eight stakeholder groups in order to understand their perspectives on the governance of the E-MPA and to collect their views about the main MPA issues,1,0,0,1,"•	Among winners, artisanal fishers enjoy special rights inside the E-MPA, moreover, they benefit from fish biomass export from the more protected zones and gain additional earnings from pesca- turismo.
•	Among the losers are trawl fishers, some local indu",0,0,,182,access to zones,Political empowerment,resource rights,"access to zones; sense of ‘dispossession’; "exclusive fishing rights"""ccess to zones; sense of ",Researcher,Qualitative,Fishing,Mixed,Researcher,"trawl fishers, some local industries, some residents, such as pensioners and young people; and people who cannot bear the costs of visiting the MPA; Marettimo residents",Tradeoff,Tradeoff,NA,NA,NA,Tradeoff,Tradeoff,NA,Tradeoff,NA,NA,
68238,DG,Aug-Sept 2017,04-Jan-18,Article,d'anna g;vega fernandez t;pipitone c;garofalo g;badalamenti f,2016,governance analysis in the egadi islands marine protected area: a   mediterranean case study,marine policy,"CNR-IAMC, Sede di Castellammare del Golfo, via Giovanni da Verrazzano 17, 91014 Castellammare del Golfo, Italy",0,0,1,0,0,0,0,"This research was funded by the European Commission under the Monitoring and Evaluation of Spatially Managed Marine Areas (MESMA) project (www.mesma. org), as part of the 7th Framework Programme, ENV.2008.2.2.1.1, grant agreement no. 226661",,Web of Science,,Egadi Islands Marine Protected Area,1,0,0,0,maintaining or restoring to a favourable conservation status the main natural features of the marine environment. The 1991 MPA designation decree sets the following aims: (1) protecting the marine environment; (2) protecting the marine biological resource,1,0,0,0,0,21 years,,1,0,0,0,0,0,Italy,53992 ha,,"In an attempt to understand the mechanisms underlying the functioning of the E-MPA, the effectiveness of its management and the perceptions of its stakeholders, a governance analysis that focused on the main initiatives, policies and regulatory framework ",Non-experimental,0,NA,Primary,"Egadi Islands Archipelago is composed by Favignana,
Marettimo and Levanzo, plus the rocky outcrops of Formica and Maraone. It is located off the westernmost point of Sicily",Italy,Local,nearshore,Research Institute,Community,23 interviews,,Semi-structured interviews were conducted amongst eight stakeholder groups in order to understand their perspectives on the governance of the E-MPA and to collect their views about the main MPA issues,1,0,0,1,"•	Among winners, artisanal fishers enjoy special rights inside the E-MPA, moreover, they benefit from fish biomass export from the more protected zones and gain additional earnings from pesca- turismo.
•	Among the losers are trawl fishers, some local indu",0,0,,183,earnings,Economic well-being,economic wealth,""additional earnings"""additional earnings"""",Researcher,Qualitative,Fishing,Mixed,Researcher,artisanal and trawl fishers,Tradeoff,NA,NA,NA,NA,NA,Tradeoff,NA,NA,NA,NA,
68242,DG,Aug-Sept 2017,05-Jan-18,Article,c. a. duran,2009,governance in colombian national parks: reflections on the case of the orika community and its participation in environmental conservation in parque nacional natural corales del rosario y san bernardo,unknown,"Antropólogo, Politólogo y Magister en Antropología Social, Universidad de los Andes, Bogotá, Colombia",1,0,0,0,0,0,0,,,McKinnon et al,,Parque Nacional Natural Corales del Rosario y San Bernardo,1,0,0,0,,1,0,0,0,0,,,0,0,0,0,0,0,Colombia,120000 ha,,,Non-experimental,0,NA,Primary,Rosario y San Bernardo,Colombia,Subnational,nearshore,Academic,Community,,,,0,1,0,0,"At the moment, the black community is demanding the recognition of a collective territory in Rosario's Islands, as well as the state recognition of its Community Council, figure of political and cultural collective organization also created in agreement w",0,0,,184,empowerment?,Political empowerment,"empowerment and agency, resource rights",empowerment,Researcher,Qualitative,Other,Mixed,Implicit,fishers,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tradeoff,NA,"very difficult to read translated version. Outcomes include the “persecution to those that infringes these prohibitions”, empowerment of community, community councils that were involved in decision making. It appears that the rights of the “natives” were "
68437,DG,Aug-Sept 2017,16-Jan-18,Article,gurney gg;pressey rl;cinner je;pollnac r;campbell sj,2015,integrated conservation and development: evaluating a community-based   marine protected area project for equality of socioeconomic impacts,philosophical transactions of the royal society b-biological sciences,"ARC Centre of Excellence for Coral Reef Studies, James Cook University, Townsville, Queensland, Australia",1,0,0,0,0,0,0,"G.G.G., R.L.P. and J.E.C. acknowledge support from the Aus- tralian Research Council Centre of Excellence for Coral Reef Studies. G.G.G. also acknowledges the support of theCommonwealth Scientific and Industrial Research Organisation (CSIRO). R.L.P. ackno",,Web of Science,,Coastal ResourcesManagement Project (CRMP; locally known as Proyek Pesisir),1,0,0,0,,1,0,0,0,0,10 yrs,The project was jointly run by USAID and Indonesia’s National Development Planning Agency (BAPPENAS),0,0,0,1,0,0,Indonesia,multiple,,"we addressed the critical question of whether the socioeconomic impacts of protected areas vary according to social subgroup. Specifically, we provide empirical evidence of how marine protected areas— designed to achieve the dual goals of conservation and",Quasi-experimental,1,Unmatched BACI,Primary,eight villages in North Sulawesi,Indonesia,Local,tropical coral reefs,Academic,"Community, Household",2000 over the length of the study,conducted over 15 yrs,"used household surveys to gather quantitative data on several socioeconomic indicators, followed by semi- structured interviews with key informants, including heads of vil- lages, members of MPA groups and traditional leaders, to obtain qualitative data.",1,0,0,0,,0,0,,190,material and human assets,Economic well-being,"economic wealth, material wealth",perceived well-being,Respondent,Quantitative,Other,Negative,Researcher,"age, gender or religion",Tradeoff,NA,Synergy,Synergy,NA,Synergy,NA,NA,NA,NA,Synergy,"Many dimensions of heterogeneity. Some impacts were tradeoffs in short term but not long-term, some impacts affected one group significantly more than the other, but generally they were all in the same direction (synergy), etc."
68437,DG,Aug-Sept 2017,16-Jan-18,Article,gurney gg;pressey rl;cinner je;pollnac r;campbell sj,2015,integrated conservation and development: evaluating a community-based   marine protected area project for equality of socioeconomic impacts,philosophical transactions of the royal society b-biological sciences,"ARC Centre of Excellence for Coral Reef Studies, James Cook University, Townsville, Queensland, Australia",1,0,0,0,0,0,0,"G.G.G., R.L.P. and J.E.C. acknowledge support from the Aus- tralian Research Council Centre of Excellence for Coral Reef Studies. G.G.G. also acknowledges the support of theCommonwealth Scientific and Industrial Research Organisation (CSIRO). R.L.P. ackno",,Web of Science,,Coastal ResourcesManagement Project (CRMP; locally known as Proyek Pesisir),1,0,0,0,,1,0,0,0,0,10 yrs,The project was jointly run by USAID and Indonesia’s National Development Planning Agency (BAPPENAS),0,0,0,1,0,0,Indonesia,multiple,,"we addressed the critical question of whether the socioeconomic impacts of protected areas vary according to social subgroup. Specifically, we provide empirical evidence of how marine protected areas— designed to achieve the dual goals of conservation and",Quasi-experimental,1,Unmatched BACI,Primary,eight villages in North Sulawesi,Indonesia,Local,tropical coral reefs,Academic,"Community, Household",2000 over the length of the study,conducted over 15 yrs,"used household surveys to gather quantitative data on several socioeconomic indicators, followed by semi- structured interviews with key informants, including heads of vil- lages, members of MPA groups and traditional leaders, to obtain qualitative data.",1,0,0,0,,0,0,,191,material and human assets,Education,environmental education,environmental knowledge,Researcher,Quantitative,Other,Mixed,Researcher,"age, gender or religion",Tradeoff,NA,Synergy,Synergy,NA,Synergy,NA,NA,NA,NA,Synergy,"Muslims benefited more than Christians, younger more than older"
68437,DG,Aug-Sept 2017,16-Jan-18,Article,gurney gg;pressey rl;cinner je;pollnac r;campbell sj,2015,integrated conservation and development: evaluating a community-based   marine protected area project for equality of socioeconomic impacts,philosophical transactions of the royal society b-biological sciences,"ARC Centre of Excellence for Coral Reef Studies, James Cook University, Townsville, Queensland, Australia",1,0,0,0,0,0,0,"G.G.G., R.L.P. and J.E.C. acknowledge support from the Aus- tralian Research Council Centre of Excellence for Coral Reef Studies. G.G.G. also acknowledges the support of theCommonwealth Scientific and Industrial Research Organisation (CSIRO). R.L.P. ackno",,Web of Science,,Coastal ResourcesManagement Project (CRMP; locally known as Proyek Pesisir),1,0,0,0,,1,0,0,0,0,10 yrs,The project was jointly run by USAID and Indonesia’s National Development Planning Agency (BAPPENAS),0,0,0,1,0,0,Indonesia,multiple,,"we addressed the critical question of whether the socioeconomic impacts of protected areas vary according to social subgroup. Specifically, we provide empirical evidence of how marine protected areas— designed to achieve the dual goals of conservation and",Quasi-experimental,1,Unmatched BACI,Primary,eight villages in North Sulawesi,Indonesia,Local,tropical coral reefs,Academic,"Community, Household",2000 over the length of the study,conducted over 15 yrs,"used household surveys to gather quantitative data on several socioeconomic indicators, followed by semi- structured interviews with key informants, including heads of vil- lages, members of MPA groups and traditional leaders, to obtain qualitative data.",1,0,0,0,,0,0,,192,material and human assets,Economic well-being,economic wealth,wealth,Researcher,Quantitative,Other,Positive,Researcher,"age, gender or religion",Tradeoff,NA,Synergy,Synergy,NA,Synergy,NA,NA,NA,NA,Synergy,
